cbo_name,parent_organization,activity_type,activity_type_other,date_of_activity,activity_end_date,advertising_end_date,total_number_of_alert_sign_ups,total_people_spoken_to,City,address,description,total_number_of_houses,how_assisted,total_number_assisted,event_name,audience_details,education_grade,activity_total_material_dist,activity_collateral_dtls,activity_social_media_chan,total_number_nudgedalerted,total_number_of_calls,total_number_of_pledge_cards,total_number_of_impressions,impression_data_accuracy_confid,total_htc_of_impressions,htc_data_accuracy_confidence,HTC,immigrants_refugees,children_ages_0_5,limited_english_proficient_indi,htc_breakdown_data_confidence,Language,lang_arabic,lang_armenian,lang_assyrian_neo_aramaic,lang_cantonese,lang_chaldean_neo_aramaic,lang_chinese,lang_farsi,lang_filipino,lang_hindi,lang_hmong,lang_iu_mien,lang_japanese,lang_khmer,lang_korean,lang_mandarin,lang_min_nan_chinese,lang_portuguese,lang_punjabi,lang_russian,lang_spanish,lang_tagalog,lang_telugu,lang_thai,lang_ukrainian,lang_vietnamese,lang_other_info,lang_breakdown_data_confidence,funding_state_allocated,funding_county_direct,funding_acbo_direct,funding_foundation,funding_private,funding_volunteer_hours,qac_total_had_info_no_census,qac_total_completed_pc,qac_total_completed_phone,qac_total_completed_uscb_phone
Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Posters on permanent display in Friends of Family Pediatric Clinic,,,,,,,,,,,,,600,very_high,100,exact,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",45,450,300,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latino Health Access,Central Valley Opportunity Center,social_media,,7/27/2020,,,,,,orange,,,,,,,,,,,,,,937,very_high,100,very_high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,
Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Posters on permanent display in Friends of Family Adult Medical Clinic,,,,,,,,,,,,,360,very_high,100,exact,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",20,30,290,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Posters on permanent display at Covered California office  ,,,,,,,,,,,,,285,very_high,100,exact,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",20,190,200,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latino Health Access,Charitable Ventures,social_media,,4/26/2020,,,,,,orange,Facebook post,,,,,,,,,,,,,468,exact,75,high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Posters on permanent display in Friends of Family Pediatric Clinic,,,,,,,,,,,,,600,very_high,100,exact,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",45,450,300,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,very_low,,,,,,,,,,
Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Posters on permanent display in Friends of Family Adult Medical Clinic,,,,,,,,,,,,,360,very_high,100,exact,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",20,30,290,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,very_low,,,,,,,,,,
Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Posters on permanent display in Friends of Family Dentist office,,,,,,,,,,,,,360,very_high,100,exact,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",10,160,200,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clergy and Laity United for Economic Justice,Charitable Ventures,advertising,,7/20/2020,,,,,Orange,"1111 west town and country rd, orange 92868","St. Matthews Ecumenical Catholic - cmty page, social justice cmte, congregation announcements this week",,,,,,,,,,,,,300,MEDIUM,80,MEDIUM,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Help Me Grow,Charitable Ventures,advertising,,7/27/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,1102,exact,100,exact,children_ages_0_5,,1102,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,orange,,,,,,,,,,,,,,100,exact,100,high,,,,,low,spanish,,,,,,,,,,,,,,,,,,,,50,,,,,,,high,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,advertising,letter to all memebers ,2/21/2020,,,,,Orange,"309 n. rampart street suite a, orange, 92868",,,,,,,,,,,,,,1853,high,70,very_high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
AltaMed,Charitable Ventures,advertising,,1/13/2020,1/20/2020,,,,Orange,"4010 e. chapman ave, orange 92869",Census PSAs ,,,,,,,,,,,,,613,exact,90,very_high,immigrants_refugees,284,,,medium,spanish,,,,,,,,,,,,,,,,,,,,613,,,,,,,low,,,,,,,,,,
AltaMed,Charitable Ventures,advertising,,1/28/2020,2/4/2020,,,,Orange,"4010 e. chapman ave, orange 92869",Census PSAs ,,,,,,,,,,,,,589,very_high,90,very_high,,,,,medium,spanish,,,,,,,,,,,,,,,,,,,,589,,,,,,,low,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,8/1/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90,very_high,immigrants_refugees,1935,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
OC Human Relations,Charitable Ventures,advertising,,2/24/2020,,,,,Orange,orange,Web Site slider and Featured Post,,,,,,,,,,,,,250,high,100,,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",75,25,5,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,yes,no,no,no,no,,,,,
OC Human Relations,Charitable Ventures,advertising,,3/2/2020,,,,,Orange,orange,Organizational Website Slider and Featured Post,,,,,,,,,,,,,250,medium,100,medium,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",75,25,5,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,yes,no,no,no,no,,,,,
Latino Health Access,Charitable Ventures,social_media,,4/10/2020,,,,,,orange,Instagram Post ,,,,,,,,,,,,,200,exact,70,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Health Initiative of Orange County ,Charitable Ventures,advertising,Social Media post,3/9/2020,,,,,Orange,orange,facebook post,,,,,,,,,,,,,49,high,80,medium,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,
Community Health Initiative of Orange County ,Charitable Ventures,advertising,Social Media post,3/12/2020,,,,,Orange,orange,facebook post,,,,,,,,,,,,,59,high,100,medium,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,
OC Human Relations,Charitable Ventures,advertising,Organizational website Slider,4/27/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",75,25,5,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,
Institute for Healthcare Advancement ,Charitable Ventures,social_media,Twitter,3/10/2020,,8/31/2020,,,,orange,Social Media Post,,,,,,,,,,,,,655,very_high,90,very_high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",10,35,35,low,spanish,,,,,,,,,,,,,,,,,,,,655,,,,,,,very_high,,,,,,,,,,
OC Human Relations,Charitable Ventures,advertising,Organizational Website,5/11/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",75,25,5,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,
OC Human Relations,Charitable Ventures,advertising,Organizational Website ,5/18/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",75,25,5,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/31/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90,very_high,immigrants_refugees,1935,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
OC HUman Relations,Charitable Ventures,advertising,Organizational Website,6/1/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",75,25,5,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,
OC Human Relations,Charitable Ventures,advertising,Organizational website,6/22/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",75,25,5,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,very_high,YES,NO,NO,NO,NO,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,6/17/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90,very_high,immigrants_refugees,1935,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
OC Human Relations,Charitable Ventures,advertising,Organizational Website,6/29/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",75,25,5,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/24/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90,very_high,immigrants_refugees,1935,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
Institute for Healthcare Advancement ,Charitable Ventures,social_media,Twitter,8/21/2020,9/30/2020,,,,,orange,Social Media Post,,,,,,,,,,,,,500,very_high,90,very_high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",10,35,35,low,spanish,,,,,,,,,,,,,,,,,,,,300,,,,,,,very_high,,,,,,,,,,
OC Human Relation,Charitable Ventures,advertising,Posters at Food Trucks,6/29/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",200,120,150,medium,spanish,,,,,,,,,,,,,,,,,,,,200,,,,,,,high,YES,NO,NO,NO,NO,,,,,
OC Human Relations,Charitable  Ventures,advertising,Organizational Website,7/27/2020,,,,,Orange,orange,,,,,,,,,,,,,,1250,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",375,125,25,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,8/3/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90,very_high,immigrants_refugees,1935,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
OC Human Relations,Charitable  Ventures,advertising,Posters at Foodtrucks,7/27/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",200,120,150,high,spanish,,,,,,,,,,,,,,,,,,,,200,,,,,,,high,YES,NO,NO,NO,NO,,,,,
OC Human Relations,Charitable Ventures,advertising,Organizational Website,8/24/2020,,,,,Orange,orange,,,,,,,,,,,,,,1250,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",95,125,25,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,
OC Human Relations,Charitable Ventures,advertising,Posters at Foodtrucks,8/24/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",200,120,120,high,spanish,,,,,,,,,,,,,,,,,,,,200,,,,,,,high,YES,NO,NO,NO,NO,,,,,
Institute for Healthcare Advancement ,Charitable Ventures,advertising,La Habra Collaborative Website,6/1/2020,6/30/2020,9/30/2020,,,,orange,La Habra Collaborative Website that includes Census info. And the link on their Homepage,,,,,,,,,,,,,144,very_high,90,very_high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",20,30,50,low,spanish,,,,,,,,,,,,,,,,,,,,144,,,,,,,high,,,,,,,,,,
OC Human Relations,Charitable Ventures,advertising,Organizational Website,9/14/2020,,,,,Orange,orange,,,,,,,,,,,,,,1250,high,80,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",250,125,25,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,
OC Human Relations,Charitable Ventures,advertising,social_media,9/14/2020,,,,,Orange,orange,,,,,,,,,,Facebook,,,,224,medium,80,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",66,22,4,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,
OC Human Relations,Charitable Ventures,advertising,Banners at Schools,9/14/2020,,,,,Orange,orange,,,,,,,,,,,,,,600,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",360,400,420,medium,spanish,,,,,,,,,,,,,,,,,,,,480,,,,,,,high,YES,NO,NO,NO,NO,,,,,
OC Human Relations,Charitable Ventures,advertising,Banners at Churches,9/14/2020,,,,,Orange,orange,,,,,,,,,,,,,,800,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",480,460,540,medium,spanish,,,,,,,,,,,,,,,,,,,,640,,,,,,,high,YES,NO,NO,NO,NO,,,,,
OC Human Relations,Charitable Ventures,advertising,Posters at Foodtrucks,9/14/2020,,,,,Orange,orange,,,,,,,,,,,,,,600,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",540,300,420,high,spanish,,,,,,,,,,,,,,,,,,,,200,,,,,,,high,YES,NO,NO,NO,NO,,,,,
OC Human Relations,Charitable Ventures,advertising,Organizational Website,9/21/2020,,,,,Orange,orange,,,,,,,,,,,,,,1250,high,80,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",250,125,25,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,6/20/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90,very_high,immigrants_refugees,1935,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
AASCSC,Charitable Ventures,social_media,,4/29/2020,,,,,,orange,,,,,,,,,,,,,,325,very_high,100,medium,"immigrants_refugees, limited_english_proficient_indi",200,,50,medium,"chinese, mandarin",,,,,,100,,,,,,,,,100,,,,,,,,,,,,medium,,,,,,,,,,
OC Human Relations,Charitable Ventures,advertising,Posters and Banners,9/21/2020,,,,,Orange,orange,,,,,,,,,,,,,,2000,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",1730,1160,1410,medium,spanish,,,,,,,,,,,,,,,,,,,,1320,,,,,,,high,YES,NO,NO,NO,NO,4,,,,
CAIR-LA,Charitable Ventures,advertising,Social media and email blast,10/15/2020,10/16/2020,10/16/2020,,,Orange,orange,Social media and email blast to community members who follow and/are subscribed to the email list serv.,,,,,,,,,,,,,400,medium,95,medium,,,,,medium,"arabic, farsi, other",30,,,,,,,,50,,,,,,,,,,,,,,,,,20,medium,,,,,,,,,,
CAIR-LA,Charitable Ventures,advertising,Friday prayer annoucement ,10/16/2020,10/16/2020,10/16/2020,,,Orange,orange,"Friday after-prayer announcement to advertise the Census to all community members in attendance. There are hundreds of community members who tune in online to pray via Zoom or another digital platform the community congregrational prayer. Usually this is done in-person at the mosque, but due to COVID-19, many mosques only take a limited number of individuals inside and the rest of the community follow along online. The mosques leader announces the importance of Census to all of those in attendance.",,,,,,,,,,,,,1000,high,95,medium,"immigrants_refugees, limited_english_proficient_indi",30,,20,medium,"arabic, farsi, hindi",40,,,,,,20,,40,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,
CAIR-LA,Charitable Ventures,advertising,Friday prayer annoucement ,10/16/2020,10/16/2020,10/16/2020,,,Orange,orange,"Friday after-prayer announcement to advertise the Census to all community members in attendance. There are hundreds of community members who tune in online to pray via Zoom or another digital platform the community congregrational prayer. Usually this is done in-person at the mosque, but due to COVID-19, many mosques only take a limited number of individuals inside and the rest of the community follow along online. The mosques leader announces the importance of Census to all of those in attendance. ",,,,,,,,,,,,,1000,high,95,medium,,,,,medium,"arabic, farsi, hindi",40,,,,,,20,,40,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,
OC Human Relations,Charitable Ventures,advertising,T-shirts/Bags distribution,9/16/2020,,,,,Placentia,"117 n main st, placentia, 92870",,,,,,,,,,,,,,80,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",60,20,70,high,spanish,,,,,,,,,,,,,,,,,,,,80,,,,,,,high,YES,NO,NO,NO,NO,,,,,
Jamboree Housing Corporation,Charitable Ventures,advertising,,2/10/2020,,,,,San Clemente,"123 calle amistad, san clemente 92673",Posters posted up in community areas,,,,,,,,,,,,,186,very_high,100,very_high,,,,,high,"russian, spanish",,,,,,,,,,,,,,,,,,,1,35,,,,,,,medium,,,,,,,,,,
OC Human Relations,Charitable Ventures,advertising,T-Shirts/Bags distribution,9/19/2020,,,,,Santa Ana,"1100 s center st., santa ana 92704",,,,,,,,,,,,,,100,high,95,high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",80,30,80,high,spanish,,,,,,,,,,,,,,,,,,,,90,,,,,,,high,YES,NO,NO,NO,NO,,,,,
Clergy and Laity United for Economic Justice,Charitable Ventures,advertising,,7/26/2020,,,,,Santa Ana,"1306 w 2nd st, santa ana 92703",Johnson Chapel AME Church - social media + service announcements,,,,,,,,,,,,,100,MEDIUM,100,high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/20/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90,very_high,immigrants_refugees,1935,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
Community Health Initiative of Orange County ,Charitable Ventures,advertising,Facebook post,2/12/2020,,,,,Santa Ana,1505 e 17th st suite 121 santa ana ca 92705,CHI OC Main office,,,,,,,,,,,,,57,high,100,high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,yes,no,no,no,no,,,,,
Institute for Healthcare Advancement ,Charitable Ventures,social_media,Facebook ,4/21/2020,7/14/2020,7/31/2020,,,,orange,Social Media Post,,,,,,,,,,,,,1120,very_high,90,very_high,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",20,30,50,low,spanish,,,,,,,,,,,,,,,,,,,,1271,,,,,,,very_high,,,,,,,,,,
Clergy and Laity United for Economic Justice,Charitable Ventures,advertising,,7/26/2020,,,,,Santa Ana,"1510 n parton st, santa ana 92706","St. Peter Lutheran Church - service, bulletin",,,,,,,,,,,,,100,MEDIUM,100,high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,,3/30/2020,,,,,Santa Ana,"1626 e 4th street, santa ana 92701",,,,,,,,,,,,,,245,exact,75,medium,immigrants_refugees,200,,,medium,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,1,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,,3/2/2020,,,,,Santa Ana,"1626 e. 4th street, santa ana 92701",,,,,,,,,,,,,,70,exact,100,exact,immigrants_refugees,30,,,exact,khmer,,,,,,,,,,,,,30,,,,,,,,,,,,,,high,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,advertising,We send union member a mailer to remind them to fill out the Census . The mailer also had Census 2020 website  and important fact about the Census.,7/30/2020,,,,,,orange,,,,,,,,,,,,,,4472,high,70,high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,6/16/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90,very_high,immigrants_refugees,1935,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,,3/6/2020,,,,,Santa Ana,"1626 e. 4th street, santa ana 92701",,,,,,,,,,,,,,107,exact,100,exact,,,,,exact,khmer,,,,,,,,,,,,,50,,,,,,,,,,,,,,medium,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,,3/8/2020,,,,,Santa Ana,"1626 e. 4th street, santa ana 92701",,,,,,,,,,,,,,710,exact,100,exact,,,,,medium,khmer,,,,,,,,,,,,,300,,,,,,,,,,,,,,medium,,,,,,,,,,
AASCSC,Charitable Ventures,social_media,,5/10/2020,,,,,,orange,,,,,,,,,,,,,,375,very_high,100,medium,"immigrants_refugees, limited_english_proficient_indi",300,,150,medium,"chinese, mandarin, spanish",,,,,,150,,,,,,,,,100,,,,,100,,,,,,,medium,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,,3/17/2020,,,,,Santa Ana,"1626 e. 4th street, santa ana 92701",,,,,,,,,,,,,,238,exact,75,medium,immigrants_refugees,150,,,medium,khmer,,,,,,,,,,,,,238,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,,3/20/2020,,,,,Santa Ana,"1626 e. 4th street, santa ana 92701",,,,,,,,,,,,,,1480,exact,75,medium,immigrants_refugees,1200,,,medium,khmer,,,,,,,,,,,,,1480,,,,,,,,,,,,,,exact,,,,,,,,,,
Community Health Initiative of Orange County ,Charitable Ventures,nudgealert,email blast,4/1/2020,,,,,,orange,Emial blast is from our clients that we have helped,,,,,,,,,,,,,317,high,80,medium,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,
"Southland Integrated Services, Inc.",Charitable Ventures,social_media,Facebook-Social media post,4/8/2020,,,,,,orange,Hard to county population: chlidrend under 5/ remember to county your little ones,,,,,,,,,,,,,500,,70,medium,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",50,5,30,medium,"vietnamese, other",,,,,,,,,,,,,,,,,,,,,,,,,30,50,medium,,,,,,,,,,
Latino Health Access,Charitable Ventures,social_media,,7/11/2020,,,,,,orange,Social media ,,,,,,,,,,,,,1161,exact,100,very_high,,,,,medium,spanish,,,,,,,,,,,,,,,,,,,,35,,,,,,,medium,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,,3/21/2020,,,,,Santa Ana,"1626 e. 4th street, santa ana 92701",,,,,,,,,,,,,,129,exact,100,exact,immigrants_refugees,100,,,medium,khmer,,,,,,,,,,,,,129,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,,8/18/2020,,,,,Santa Ana,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,687,exact,80,very_high,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,,8/20/2020,,,,,Santa Ana,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,80,exact,80,very_high,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,,8/21/2020,,,,,Santa Ana,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,182,exact,80,very_high,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,,8/29/2020,,,,,Santa Ana,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,327,exact,80,very_high,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,,9/4/2020,,,,,Santa Ana,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,61,exact,80,very_high,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
