,cbo_name,parent_organization,activity_type,activity_type_other,date_of_activity,activity_end_date,advertising_end_date,total_number_of_alert_sign_ups,total_people_spoken_to,City,address,description,total_number_of_houses,how_assisted,total_number_assisted,event_name,audience_details,education_grade,activity_total_material_dist,activity_collateral_dtls,activity_social_media_chan,total_number_nudgedalerted,total_number_of_calls,total_number_of_pledge_cards,total_number_of_impressions,impression_data_accuracy_confid,total_htc_of_impressions,htc_data_accuracy_confidence,immigrants_refugees,middle_eastern_and_north_africa,homeless_individuals_and_famili,farmworkers,veterans,latinos,asian_americans_pacific_islande,african_americans,native_americans_tribal_communi,children_ages_0_5,lesbian_gay_bisexual_transgende,limited_english_proficient_indi,people_with_disabilities,seniorsolder_adults,low_broadband_subscription_rate,htc_breakdown_data_confidence,lang_arabic,lang_armenian,lang_assyrian_neo_aramaic,lang_cantonese,lang_chaldean_neo_aramaic,lang_chinese,lang_farsi,lang_filipino,lang_hindi,lang_hmong,lang_iu_mien,lang_japanese,lang_khmer,lang_korean,lang_mandarin,lang_min_nan_chinese,lang_portuguese,lang_punjabi,lang_russian,lang_spanish,lang_tagalog,lang_telugu,lang_thai,lang_ukrainian,lang_vietnamese,lang_other_info,lang_breakdown_data_confidence,funding_state_allocated,funding_county_direct,funding_acbo_direct,funding_foundation,funding_private,funding_volunteer_hours,qac_total_had_info_no_census,qac_total_completed_pc,qac_total_completed_phone,qac_total_completed_uscb_phone,city_match
71,AltaMed,Charitable Ventures,advertising,,1/28/2020,2/4/2020,,,,Huntington Beach,"8041 newman ave, huntington beach 92647",Census PSAs ,,,,,,,,,,,,,1836,very_high,85.0,very_high,,122.0,,,,1483.0,398.0,108.0,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,1836.0,,,,,,,low,,,,,,,,,,,Huntington Beach
72,Institute for Healthcare Advancement ,Charitable Ventures,social_media,Instagram,3/10/2020,,8/31/2020,,,,orange,Social Media Post,,,,,,,,,,,,,356,very_high,90.0,very_high,35.0,3.0,3.0,,,75.0,,,,40.0,,35.0,,10.0,,low,,,,,,,,,,,,,,,,,,,,356.0,,,,,,,very_high,,,,,,,,,,,Orange
73,Jamboree Housing Corporation,Charitable Ventures,advertising,,2/10/2020,,,,,Irvine,"1000 crested bird, irvine 92620",Posters posted up in community areas,,,,,,,,,,,,,134,very_high,100.0,very_high,,,,,,15.0,22.0,5.0,,,,,20.0,,,high,20.0,,,,,,35.0,,,,,,,,,,,,,5.0,,,,,,,medium,,,,,,,,,,,Irvine
74,Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Banner on permanent display in the Barnett Center Main Lobby ,,,,,,,,,,,,,2100,very_high,100.0,very_high,100.0,2.0,20.0,,400.0,1890.0,40.0,30.0,,500.0,,1000.0,30.0,400.0,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,very_low,,,,,,,,,,,La Habra
75,Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Banner on permanent display in the Barnett Center Main Lobby ,,,,,,,,,,,,,2100,very_high,100.0,very_high,100.0,2.0,20.0,,400.0,1890.0,40.0,30.0,,500.0,,1000.0,30.0,400.0,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Habra
76,Latino Health Access,Central Valley Opportunity Center,social_media,,9/19/2020,,,,,,orange,Social media ,,,,,,,,,,,,,1186,exact,100.0,very_high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
77,CAP OC ,Charitable Ventures,phone_banking,,8/31/2020,8/1/2020,,,,,orange,,,,,,,,,,,,,,46,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
78,Latino Health Access,Charitable Ventures,social_media,,4/6/2020,,,,,,orange,Facebook Post,,,,,,,,,,,,,159,exact,90.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
79,Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Posters on permanent display in Friends of Family in Behavioral Health Clinic ,,,,,,,,,,,,,90,very_high,100.0,exact,,,,,,62.0,,,,,,62.0,62.0,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Habra
80,Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Posters on permanent display in Friends of Family Pediatric Clinic,,,,,,,,,,,,,600,very_high,100.0,exact,45.0,25.0,,,,400.0,20.0,,,450.0,,300.0,10.0,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Habra
81,Latino Health Access,Central Valley Opportunity Center,social_media,,7/27/2020,,,,,,orange,,,,,,,,,,,,,,937,very_high,100.0,very_high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
82,Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Posters on permanent display in Friends of Family Adult Medical Clinic,,,,,,,,,,,,,360,very_high,100.0,exact,20.0,15.0,,,20.0,290.0,25.0,15.0,,30.0,,290.0,20.0,200.0,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Habra
83,Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Posters on permanent display at Covered California office  ,,,,,,,,,,,,,285,very_high,100.0,exact,20.0,10.0,,,,200.0,5.0,5.0,,190.0,,200.0,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Habra
84,Latino Health Access,Charitable Ventures,social_media,,4/26/2020,,,,,,orange,Facebook post,,,,,,,,,,,,,468,exact,75.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
85,Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Posters on permanent display in Friends of Family Pediatric Clinic,,,,,,,,,,,,,600,very_high,100.0,exact,45.0,25.0,,,,400.0,20.0,,,450.0,,300.0,10.0,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,very_low,,,,,,,,,,,La Habra
86,Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Posters on permanent display in Friends of Family Adult Medical Clinic,,,,,,,,,,,,,360,very_high,100.0,exact,20.0,15.0,,,20.0,290.0,25.0,15.0,,30.0,,290.0,20.0,200.0,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,very_low,,,,,,,,,,,La Habra
87,Institute for Healthcare Advancement ,Charitable Ventures,advertising,,3/5/2020,,7/31/2020,,,La Habra,"501 s. idaho street, la habra 90631",Posters on permanent display in Friends of Family Dentist office,,,,,,,,,,,,,360,very_high,100.0,exact,10.0,7.0,,,10.0,300.0,20.0,,,160.0,,200.0,10.0,190.0,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Habra
88,Clergy and Laity United for Economic Justice,Charitable Ventures,advertising,,7/20/2020,,,,,Orange,"1111 west town and country rd, orange 92868","St. Matthews Ecumenical Catholic - cmty page, social justice cmte, congregation announcements this week",,,,,,,,,,,,,300,MEDIUM,80.0,MEDIUM,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
89,Help Me Grow,Charitable Ventures,advertising,,7/27/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,1102,exact,100.0,exact,,,,,,,,,,1102.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
90,CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,orange,,,,,,,,,,,,,,100,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,high,,,,,,,,,,,Orange
91,Orange County Labor Federation,Charitable Ventures,advertising,letter to all memebers ,2/21/2020,,,,,Orange,"309 n. rampart street suite a, orange, 92868",,,,,,,,,,,,,,1853,high,70.0,very_high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
92,AltaMed,Charitable Ventures,advertising,,1/13/2020,1/20/2020,,,,Orange,"4010 e. chapman ave, orange 92869",Census PSAs ,,,,,,,,,,,,,613,exact,90.0,very_high,284.0,27.0,18.0,,,,459.0,27.0,14.0,,,,,,,medium,,,,,,,,,,,,,,,,,,,,613.0,,,,,,,low,,,,,,,,,,,Orange
93,AltaMed,Charitable Ventures,advertising,,1/28/2020,2/4/2020,,,,Orange,"4010 e. chapman ave, orange 92869",Census PSAs ,,,,,,,,,,,,,589,very_high,90.0,very_high,,107.0,,,,326.0,143.0,47.0,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,589.0,,,,,,,low,,,,,,,,,,,Orange
94,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,8/1/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
95,OC Human Relations,Charitable Ventures,advertising,,2/24/2020,,,,,Orange,orange,Web Site slider and Featured Post,,,,,,,,,,,,,250,high,100.0,,75.0,,,,,50.0,180.0,12.0,,25.0,12.0,5.0,2.0,3.0,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,yes,no,no,no,no,,,,,,Orange
96,OC Human Relations,Charitable Ventures,advertising,,3/2/2020,,,,,Orange,orange,Organizational Website Slider and Featured Post,,,,,,,,,,,,,250,medium,100.0,medium,75.0,,,,,50.0,80.0,12.0,,25.0,12.0,5.0,2.0,3.0,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,yes,no,no,no,no,,,,,,Orange
97,Latino Health Access,Charitable Ventures,social_media,,4/10/2020,,,,,,orange,Instagram Post ,,,,,,,,,,,,,200,exact,70.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
98,Community Health Initiative of Orange County ,Charitable Ventures,advertising,Social Media post,3/9/2020,,,,,Orange,orange,facebook post,,,,,,,,,,,,,49,high,80.0,medium,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
99,Community Health Initiative of Orange County ,Charitable Ventures,advertising,Social Media post,3/12/2020,,,,,Orange,orange,facebook post,,,,,,,,,,,,,59,high,100.0,medium,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
100,OC Human Relations,Charitable Ventures,advertising,Organizational website Slider,4/27/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95.0,high,75.0,25.0,,,4.0,50.0,25.0,12.0,,25.0,7.0,5.0,5.0,10.0,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
101,Institute for Healthcare Advancement ,Charitable Ventures,social_media,Twitter,3/10/2020,,8/31/2020,,,,orange,Social Media Post,,,,,,,,,,,,,655,very_high,90.0,very_high,10.0,5.0,3.0,,10.0,79.0,5.0,,,35.0,,35.0,,3.0,,low,,,,,,,,,,,,,,,,,,,,655.0,,,,,,,very_high,,,,,,,,,,,Orange
102,OC Human Relations,Charitable Ventures,advertising,Organizational Website,5/11/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95.0,high,75.0,25.0,,,5.0,50.0,12.0,,,25.0,12.0,5.0,5.0,20.0,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
103,OC Human Relations,Charitable Ventures,advertising,Organizational Website ,5/18/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95.0,high,75.0,25.0,,,5.0,50.0,12.0,10.0,,25.0,12.0,5.0,5.0,20.0,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
104,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/31/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
105,OC HUman Relations,Charitable Ventures,advertising,Organizational Website,6/1/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95.0,high,75.0,25.0,,,5.0,50.0,25.0,10.0,,25.0,12.0,5.0,5.0,20.0,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
106,OC Human Relations,Charitable Ventures,advertising,Organizational website,6/22/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95.0,high,75.0,25.0,,,5.0,80.0,40.0,20.0,,25.0,30.0,5.0,5.0,20.0,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,very_high,YES,NO,NO,NO,NO,,,,,,Orange
107,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,6/17/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
108,OC Human Relations,Charitable Ventures,advertising,Organizational Website,6/29/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95.0,high,75.0,25.0,,,5.0,80.0,40.0,20.0,,25.0,30.0,5.0,5.0,20.0,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
109,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/24/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
110,Institute for Healthcare Advancement ,Charitable Ventures,social_media,Twitter,8/21/2020,9/30/2020,,,,,orange,Social Media Post,,,,,,,,,,,,,500,very_high,90.0,very_high,10.0,5.0,3.0,,10.0,79.0,5.0,,,35.0,,35.0,,3.0,,low,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,very_high,,,,,,,,,,,Orange
111,OC Human Relation,Charitable Ventures,advertising,Posters at Food Trucks,6/29/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95.0,high,200.0,12.0,16.0,,,200.0,20.0,4.0,,120.0,,150.0,4.0,20.0,80.0,medium,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
112,OC Human Relations,Charitable  Ventures,advertising,Organizational Website,7/27/2020,,,,,Orange,orange,,,,,,,,,,,,,,1250,high,95.0,high,375.0,125.0,,,25.0,400.0,400.0,100.0,,125.0,150.0,25.0,25.0,100.0,10.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
113,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,8/3/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
114,OC Human Relations,Charitable  Ventures,advertising,Posters at Foodtrucks,7/27/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95.0,high,200.0,12.0,10.0,,,200.0,20.0,4.0,,120.0,,150.0,4.0,20.0,30.0,high,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
115,OC Human Relations,Charitable Ventures,advertising,Organizational Website,8/24/2020,,,,,Orange,orange,,,,,,,,,,,,,,1250,high,95.0,high,95.0,,,,25.0,400.0,400.0,100.0,,125.0,150.0,25.0,25.0,100.0,10.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
116,OC Human Relations,Charitable Ventures,advertising,Posters at Foodtrucks,8/24/2020,,,,,Orange,orange,,,,,,,,,,,,,,250,high,95.0,high,200.0,12.0,10.0,,,200.0,4.0,,,120.0,,120.0,4.0,20.0,60.0,high,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
117,Institute for Healthcare Advancement ,Charitable Ventures,advertising,La Habra Collaborative Website,6/1/2020,6/30/2020,9/30/2020,,,,orange,La Habra Collaborative Website that includes Census info. And the link on their Homepage,,,,,,,,,,,,,144,very_high,90.0,very_high,20.0,2.0,3.0,,,80.0,5.0,,,30.0,,50.0,,15.0,,low,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,high,,,,,,,,,,,Orange
118,OC Human Relations,Charitable Ventures,advertising,Organizational Website,9/14/2020,,,,,Orange,orange,,,,,,,,,,,,,,1250,high,80.0,high,250.0,,,,25.0,400.0,100.0,,,125.0,150.0,25.0,25.0,100.0,10.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
119,OC Human Relations,Charitable Ventures,advertising,social_media,9/14/2020,,,,,Orange,orange,,,,,,,,,,Facebook,,,,224,medium,80.0,high,66.0,22.0,,,4.0,56.0,34.0,11.0,,22.0,22.0,4.0,4.0,8.0,4.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
120,OC Human Relations,Charitable Ventures,advertising,Banners at Schools,9/14/2020,,,,,Orange,orange,,,,,,,,,,,,,,600,high,95.0,high,360.0,100.0,20.0,,,400.0,,,,400.0,,420.0,10.0,60.0,360.0,medium,,,,,,,,,,,,,,,,,,,,480.0,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
121,OC Human Relations,Charitable Ventures,advertising,Banners at Churches,9/14/2020,,,,,Orange,orange,,,,,,,,,,,,,,800,high,95.0,high,480.0,40.0,10.0,,,480.0,40.0,10.0,,460.0,,540.0,12.0,12.0,420.0,medium,,,,,,,,,,,,,,,,,,,,640.0,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
122,OC Human Relations,Charitable Ventures,advertising,Posters at Foodtrucks,9/14/2020,,,,,Orange,orange,,,,,,,,,,,,,,600,high,95.0,high,540.0,20.0,10.0,,,300.0,20.0,20.0,,300.0,,420.0,20.0,40.0,300.0,high,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
123,OC Human Relations,Charitable Ventures,advertising,Organizational Website,9/21/2020,,,,,Orange,orange,,,,,,,,,,,,,,1250,high,80.0,high,250.0,25.0,,,25.0,400.0,100.0,20.0,,125.0,150.0,25.0,25.0,100.0,10.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
124,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,6/20/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
125,AASCSC,Charitable Ventures,social_media,,4/29/2020,,,,,,orange,,,,,,,,,,,,,,325,very_high,100.0,medium,200.0,,,,,100.0,100.0,,,,,50.0,,,,medium,,,,,,100.0,,,,,,,,,100.0,,,,,,,,,,,,medium,,,,,,,,,,,Orange
126,OC Human Relations,Charitable Ventures,advertising,Posters and Banners,9/21/2020,,,,,Orange,orange,,,,,,,,,,,,,,2000,high,95.0,high,1730.0,160.0,40.0,,,1180.0,60.0,30.0,,1160.0,,1410.0,42.0,112.0,1080.0,medium,,,,,,,,,,,,,,,,,,,,1320.0,,,,,,,high,YES,NO,NO,NO,NO,4.0,,,,,Orange
127,CAIR-LA,Charitable Ventures,advertising,Social media and email blast,10/15/2020,10/16/2020,10/16/2020,,,Orange,orange,Social media and email blast to community members who follow and/are subscribed to the email list serv.,,,,,,,,,,,,,400,medium,95.0,medium,,,,,,,,,,,,,,,,medium,30.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,20.0,medium,,,,,,,,,,,Orange
128,CAIR-LA,Charitable Ventures,advertising,Friday prayer annoucement ,10/16/2020,10/16/2020,10/16/2020,,,Orange,orange,"Friday after-prayer announcement to advertise the Census to all community members in attendance. There are hundreds of community members who tune in online to pray via Zoom or another digital platform the community congregrational prayer. Usually this is done in-person at the mosque, but due to COVID-19, many mosques only take a limited number of individuals inside and the rest of the community follow along online. The mosques leader announces the importance of Census to all of those in attendance.",,,,,,,,,,,,,1000,high,95.0,medium,30.0,30.0,,,,,,,,,,20.0,,20.0,,medium,40.0,,,,,,20.0,,40.0,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
129,CAIR-LA,Charitable Ventures,advertising,Friday prayer annoucement ,10/16/2020,10/16/2020,10/16/2020,,,Orange,orange,"Friday after-prayer announcement to advertise the Census to all community members in attendance. There are hundreds of community members who tune in online to pray via Zoom or another digital platform the community congregrational prayer. Usually this is done in-person at the mosque, but due to COVID-19, many mosques only take a limited number of individuals inside and the rest of the community follow along online. The mosques leader announces the importance of Census to all of those in attendance. ",,,,,,,,,,,,,1000,high,95.0,medium,,,,,,,,,,,,,,,,medium,40.0,,,,,,20.0,,40.0,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
130,OC Human Relations,Charitable Ventures,advertising,T-shirts/Bags distribution,9/16/2020,,,,,Placentia,"117 n main st, placentia, 92870",,,,,,,,,,,,,,80,high,95.0,high,60.0,,20.0,,,70.0,10.0,5.0,,20.0,,70.0,4.0,10.0,40.0,high,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Placentia
131,Jamboree Housing Corporation,Charitable Ventures,advertising,,2/10/2020,,,,,San Clemente,"123 calle amistad, san clemente 92673",Posters posted up in community areas,,,,,,,,,,,,,186,very_high,100.0,very_high,,,,,,107.0,5.0,2.0,1.0,,,,,,,high,,,,,,,,,,,,,,,,,,,1.0,35.0,,,,,,,medium,,,,,,,,,,,San Clemente
132,OC Human Relations,Charitable Ventures,advertising,T-Shirts/Bags distribution,9/19/2020,,,,,Santa Ana,"1100 s center st., santa ana 92704",,,,,,,,,,,,,,100,high,95.0,high,80.0,,10.0,,,80.0,10.0,5.0,,30.0,,80.0,6.0,16.0,60.0,high,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Santa Ana
133,Clergy and Laity United for Economic Justice,Charitable Ventures,advertising,,7/26/2020,,,,,Santa Ana,"1306 w 2nd st, santa ana 92703",Johnson Chapel AME Church - social media + service announcements,,,,,,,,,,,,,100,MEDIUM,100.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
134,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/20/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
135,Community Health Initiative of Orange County ,Charitable Ventures,advertising,Facebook post,2/12/2020,,,,,Santa Ana,1505 e 17th st suite 121 santa ana ca 92705,CHI OC Main office,,,,,,,,,,,,,57,high,100.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,yes,no,no,no,no,,,,,,Santa Ana
136,Institute for Healthcare Advancement ,Charitable Ventures,social_media,Facebook ,4/21/2020,7/14/2020,7/31/2020,,,,orange,Social Media Post,,,,,,,,,,,,,1120,very_high,90.0,very_high,20.0,2.0,3.0,,,80.0,5.0,,,30.0,,50.0,,15.0,,low,,,,,,,,,,,,,,,,,,,,1271.0,,,,,,,very_high,,,,,,,,,,,Orange
137,Clergy and Laity United for Economic Justice,Charitable Ventures,advertising,,7/26/2020,,,,,Santa Ana,"1510 n parton st, santa ana 92706","St. Peter Lutheran Church - service, bulletin",,,,,,,,,,,,,100,MEDIUM,100.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Ana
138,The Cambodian Family,Charitable Ventures,advertising,,3/30/2020,,,,,Santa Ana,"1626 e 4th street, santa ana 92701",,,,,,,,,,,,,,245,exact,75.0,medium,200.0,,,,,,200.0,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,exact,,,,,,,,,,,Santa Ana
139,The Cambodian Family,Charitable Ventures,advertising,,3/2/2020,,,,,Santa Ana,"1626 e. 4th street, santa ana 92701",,,,,,,,,,,,,,70,exact,100.0,exact,30.0,,,,,,50.0,,,,,,,,,exact,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,high,,,,,,,,,,,Santa Ana
140,Orange County Labor Federation,Charitable Ventures,advertising,We send union member a mailer to remind them to fill out the Census . The mailer also had Census 2020 website  and important fact about the Census.,7/30/2020,,,,,,orange,,,,,,,,,,,,,,4472,high,70.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
141,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,6/16/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
142,The Cambodian Family,Charitable Ventures,advertising,,3/6/2020,,,,,Santa Ana,"1626 e. 4th street, santa ana 92701",,,,,,,,,,,,,,107,exact,100.0,exact,,,,,,,50.0,,,,,,,,,exact,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,medium,,,,,,,,,,,Santa Ana
143,The Cambodian Family,Charitable Ventures,advertising,,3/8/2020,,,,,Santa Ana,"1626 e. 4th street, santa ana 92701",,,,,,,,,,,,,,710,exact,100.0,exact,,,,,,,500.0,,,,,,,,,medium,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,medium,,,,,,,,,,,Santa Ana
144,AASCSC,Charitable Ventures,social_media,,5/10/2020,,,,,,orange,,,,,,,,,,,,,,375,very_high,100.0,medium,300.0,,,,,100.0,200.0,,,,,150.0,,,,medium,,,,,,150.0,,,,,,,,,100.0,,,,,100.0,,,,,,,medium,,,,,,,,,,,Orange
145,The Cambodian Family,Charitable Ventures,advertising,,3/17/2020,,,,,Santa Ana,"1626 e. 4th street, santa ana 92701",,,,,,,,,,,,,,238,exact,75.0,medium,150.0,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,238.0,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
146,The Cambodian Family,Charitable Ventures,advertising,,3/20/2020,,,,,Santa Ana,"1626 e. 4th street, santa ana 92701",,,,,,,,,,,,,,1480,exact,75.0,medium,1200.0,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,1480.0,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
