,cbo_name,activity_type,activity_type_other,City,city_extracted,htc_category
703,The Cambodian Family ,form_filling_assistance,,Santa Ana,Santa Ana,immigrant / refugee
704,The Cambodian Family,form_filling_assistance,,Santa Ana,Santa Ana,immigrant / refugee
706,OCAPICA,training_delivery,all staff meeting,,Garden Grove,immigrant / refugee
707,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,immigrant / refugee
708,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,immigrant / refugee
712,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
714,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,immigrant / refugee
715,AASCSC,form_filling_assistance,,Santa Ana,Santa Ana,immigrant / refugee
716,Access California Services,media_other,"AccessCal hosted a mental health webinar and at the end of webinar, AccessCal staff discussed the importance of the Census to the viewers",Anaheim,Anaheim,immigrant / refugee
717,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
718,AASCSC,media_other,Film PSA - Chinese  Cantonese,Irvine,Irvine,immigrant / refugee
719,AASCSC,media_other,Film PSA -  Taiwanese,Irvine,Irvine,immigrant / refugee
720,AASCSC,media_other,Film PSA -  Taiwanese,Irvine,Irvine,immigrant / refugee
721,AASCSC,media_other,Film PSA - Chinese  Cantonese,Irvine,Irvine,immigrant / refugee
722,AASCSC,media_other,Film PSA - Chinese Mandarin,Irvine,Irvine,immigrant / refugee
723,AASCSC,media_other,Film PSA - Chinese Mandarin,Irvine,Irvine,immigrant / refugee
724,AASCSC,media_other,"Film PSA - AASCSCs COO had the Co-Presidents and Immdiate Past President wear the 2020 Census pin for the Mandarin, Cantonese, and Taiwanese video. The media team adopted the idea and the other participants wore the 2020 census pin.",Orange,Orange,immigrant / refugee
725,AASCSC,media_other,"Film PSA - AASCSCs COO had the Co-Presidents and Immdiate Past President wear the 2020 Census pin for the Mandarin, Cantonese, and Taiwanese video. The media team adopted the idea and the other participants wore the 2020 census pin.",Orange,Orange,immigrant / refugee
733,OCAPICA,meeting,,Garden Grove,Garden Grove,immigrant / refugee
747,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
755,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
757,OCAPICA,meeting,,Garden Grove,Garden Grove,immigrant / refugee
760,AASCSC,meeting,,Irvine,Irvine,immigrant / refugee
761,AASCSC,meeting,,Irvine,Irvine,immigrant / refugee
764,Latino Health Access,social_media,,,Orange,immigrant / refugee
765,AASCSC,meeting,,Orange,Orange,immigrant / refugee
768,AASCSC,meeting,,Santa Ana,Santa Ana,immigrant / refugee
769,AASCSC,meeting,,Santa Ana,Santa Ana,immigrant / refugee
770,AASCSC,meeting,,Santa Ana,Santa Ana,immigrant / refugee
771,AASCSC,meeting,,Santa Ana,Santa Ana,immigrant / refugee
774,AASCSC,meeting,,Santa Ana,Santa Ana,immigrant / refugee
775,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
776,AASCSC,meeting,,Santa Ana,Santa Ana,immigrant / refugee
777,AASCSC,meeting,,Santa Ana,Santa Ana,immigrant / refugee
779,Institute for Healthcare Advancement ,social_media,Instagram,,Orange,immigrant / refugee
781,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
782,AASCSC,meeting,,Santa Ana,Santa Ana,immigrant / refugee
783,AASCSC,meeting,,Santa Ana,Santa Ana,immigrant / refugee
784,AASCSC,meeting,,Santa Ana,Santa Ana,immigrant / refugee
785,AASCSC,meeting,,Santa Ana,Santa Ana,immigrant / refugee
789,CAIR-LA,webinar,Census Live Run Through (Facebook Webinar),,,immigrant / refugee
791,AASCSC,nudgealert,,Orange,Orange,immigrant / refugee
792,AASCSC,nudgealert,,Orange,Orange,immigrant / refugee
793,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
794,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
796,OCAPICA,speaking_engagement,,,Westminster,immigrant / refugee
799,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
800,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
801,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
802,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
803,OCAPICA,collateral,,,Irvine,immigrant / refugee
805,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
807,OCAPICA,collateral,,,Santa Ana,immigrant / refugee
809,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
810,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
811,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
812,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
814,Latino Health Access,media_other,Educational messages via a loudspeaker from LHA Infomovil - a van that drives to supermarkets and food distribution events and educates people via messages thru a loudspeaker.,,Santa Ana,immigrant / refugee
815,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
816,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
819,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
821,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
822,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
823,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
824,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
825,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
826,AASCSC,nudgealert,,Santa Ana,Santa Ana,immigrant / refugee
827,AASCSC,nudgealert,,Westminster,Westminster,immigrant / refugee
828,OCAPICA,canvassing,business canvassing at mall,,Westminster,immigrant / refugee
829,AASCSC,nudgealert,,Westminster,Westminster,immigrant / refugee
831,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
833,KCS,other,Substance use disorder prevention and intervention group outreach,Buena Park,Buena Park,immigrant / refugee
848,OCAPICA,phone_banking,census phonebanking during primaries season,,Garden Grove,immigrant / refugee
852,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
861,AASCSC,social_media,,,Orange,immigrant / refugee
862,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
872,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
876,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
884,KCS,speaking_engagement,,,Anaheim,immigrant / refugee
905,"Southland Integrated Services, Inc.",phone_banking,,,Orange,immigrant / refugee
912,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
947,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
951,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
952,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
962,KCS,other,Media Post,Orange,Orange,immigrant / refugee
963,The Cambodian Family,other,Santa Ana Census Caravan,Orange,Orange,immigrant / refugee
964,Hope Community Services ,other,food distribution,Orange,Orange,immigrant / refugee
969,The LGBTQ Center OC,other,"Hosted a zoom hangout where we went ahead and caught with some members of our community, while at the same time updating them about the Census",Santa Ana,Santa Ana,immigrant / refugee
971,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
973,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
975,"Southland Integrated Services, Inc",other,Outreach to Vietnamese Alliance Church in Santa Ana,Santa Ana,Santa Ana,immigrant / refugee
988,OCAPICA,other,press conference,Westminster,Westminster,immigrant / refugee
990,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
1008,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
1020,OCAPICA,nudgealert,,,Buena Park,immigrant / refugee
1024,OCAPICA,social_media,social media,,Garden Grove,immigrant / refugee
1026,OCAPICA,webinar,,,Garden Grove,immigrant / refugee
1027,OCAPICA,social_media,social media,,Garden Grove,immigrant / refugee
1047,"Southland Integrated Services, Inc.",phone_banking,One-on-one assistance on the phone; promotion on the phone and outreach items included in care packages,Fountain Valley,Fountain Valley,immigrant / refugee
1048,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
1050,KCS,other,Full Pg Ad on KoreaTimes,,Garden Grove,immigrant / refugee
1059,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
1060,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
1078,AASCSC,other,reporter,,Santa Ana,immigrant / refugee
1080,Institute for Healthcare Advancement ,advertising,Street Banner,,La Habra,immigrant / refugee
1085,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
1110,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
1115,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
1128,OCAPICA,phone_banking,,Garden Grove,Garden Grove,immigrant / refugee
1129,OCAPICA,phone_banking,,Garden Grove,Garden Grove,immigrant / refugee
1154,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
1166,Institute for Healthcare Advancement ,booths,Outreach,,La Habra,immigrant / refugee
1175,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
1178,"Southland Integrated Services, Inc.",meeting,Distributing flyer and promotional items to individuals,,Garden Grove,immigrant / refugee
1185,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
1189,AASCSC,media_other,News article,,,immigrant / refugee
1197,OC Human Relations,phone_banking,,Orange,Orange,immigrant / refugee
1199,"Southland Integrated Services, Inc.",phone_banking,phone banking-calling individual homes,Orange,Orange,immigrant / refugee
1202,Project Access ,flyers,Food Bank Distribution ,,Santa Ana,immigrant / refugee
1203,Project Access ,flyers,Food Bank Distribution ,,Santa Ana,immigrant / refugee
1204,OC Human Relations,phone_banking,,Orange,Orange,immigrant / refugee
1207,OC Human Relations,phone_banking,,Orange,Orange,immigrant / refugee
1209,Latino Health Access,phone_banking,,Orange,Orange,immigrant / refugee
1211,Latino Health Access,phone_banking,,Orange,Orange,immigrant / refugee
1213,Latino Health Access,phone_banking,,Orange,Orange,immigrant / refugee
1215,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
1216,OC Human Relations,phone_banking,,Orange,Orange,immigrant / refugee
1219,OC Human Relations,phone_banking,,Orange,Orange,immigrant / refugee
1230,OC HUman Relations,phone_banking,,Orange,Orange,immigrant / refugee
1235,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
1250,AASCSC,other,reporter,,Santa Ana,immigrant / refugee
1252,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
1258,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,immigrant / refugee
1259,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,immigrant / refugee
1263,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,immigrant / refugee
1264,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,immigrant / refugee
1266,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,immigrant / refugee
1271,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,immigrant / refugee
1272,OC Human Relations,phone_banking,,Orange,Orange,immigrant / refugee
1274,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,immigrant / refugee
1278,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
1279,Latino Health Access,media_other,Educational messages via a loudspeaker from LHA Infomovil - a van that drives to supermarkets and food distribution events and educates people via messages thru a loudspeaker.,,Santa Ana,immigrant / refugee
1280,OCAPICA,nudgealert,,,Garden Grove,immigrant / refugee
1294,OCAPICA,event,,,Irvine,immigrant / refugee
1297,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
1299,OC Human Relations,phone_banking,,Orange,Orange,immigrant / refugee
1302,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,immigrant / refugee
1305,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
1307,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,immigrant / refugee
1310,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
1311,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Santa Ana,immigrant / refugee
1321,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
1322,CAIR-LA,phone_banking,TEXTBANKING*,Orange,Orange,immigrant / refugee
1323,OC Human Relations,phone_banking,,Orange,Orange,immigrant / refugee
1328,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
1331,The Cambodian Family,advertising,In-language commerical aired on Khmer TV ,,Orange,immigrant / refugee
1344,The LGBTQ Center OC,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,Santa Ana,Santa Ana,immigrant / refugee
1346,OCAPICA,collateral,,,Garden Grove,immigrant / refugee
1349,KCS,other,Full Pg Ad on KoreaDaily,,Buena Park,immigrant / refugee
1350,The Cambodian Family ,phone_banking,,Santa Ana,Santa Ana,immigrant / refugee
1351,Charitable Ventures,phone_banking,,Santa Ana,Santa Ana,immigrant / refugee
1352,The Cambodian Family,phone_banking,,Santa Ana,Santa Ana,immigrant / refugee
1353,The Cambodian Family,phone_banking,,Santa Ana,Santa Ana,immigrant / refugee
1354,The Cambodian Family,phone_banking,,Santa Ana,Santa Ana,immigrant / refugee
1356,OC Human Relations,phone_banking,,Santa Ana,Santa Ana,immigrant / refugee
1357,OC Human Relations,phone_banking,,Santa Ana,Santa Ana,immigrant / refugee
